general,item_item,popularity,recommended,test,user,user_user,associations,content
"[439, 1310, 84]",,"[175, 85]","[92, 153, 671, 439, 175, 1310, 1025, 106, 84, 85]",[171],44841dbd-3f3c-5c3f-a19b-a7168a96a22b,,,"[92, 153, 671, 1025, 106]"
[2870],"[1971, 153, 278, 3485]",[175],"[1025, 1971, 153, 97, 278, 3483, 106, 2870, 175, 3485]",[3470],6c99aa0d-0c9e-5820-b305-d26604cbf34e,"[97, 3483, 106]",,[1025]
[3171],"[114, 1025, 75, 1971, 153]",[131],"[114, 1025, 131, 173, 106, 75, 167, 1971, 153, 3171]",[3168],d064167b-4738-5e19-8dac-d2b2c14186f4,,[173],"[106, 167]"
"[3824, 890, 723]",[3486],,"[75, 3824, 94, 2992, 151, 159, 115, 890, 723, 3486]",[75],4d63c3c7-eee3-5c80-8df8-130f3a9406db,"[75, 151, 115]",,"[94, 2992, 159]"
[175],[153],,"[97, 94, 91, 114, 175, 1025, 115, 3275, 2992, 153]",[167],34ec8aff-87fe-501e-a122-e6dbc6cfbf54,"[97, 91, 114, 1025, 115, 3275, 2992]",[94],
,,,"[171, 3171, 106, 2992, 890, 97, 1310, 151, 172, 94]",[3486],2d306c1b-15ae-513a-bc38-a979acb75efd,"[106, 2992, 97, 1310, 151, 172, 94]",,"[171, 3171, 890]"
[157],[172],"[115, 94, 92]","[172, 151, 115, 75, 94, 217, 92, 171, 91, 157]",[172],57cbc551-048c-500c-8bef-3a5e89f80e84,,,"[151, 75, 217, 171, 91]"
,"[97, 115]","[131, 106, 2992, 151]","[167, 131, 98, 173, 2438, 97, 106, 2992, 115, 151]",[75],e803c46e-1619-534a-a366-49c7ca0ac841,,[173],"[167, 98, 2438]"
"[3514, 3524]",[112],,"[3485, 3470, 3481, 3484, 3514, 112, 3486, 167, 3524, 2315]",[106],5fa89abb-abfe-58ce-a4f0-3f7a109f2e55,[2315],,"[3485, 3470, 3481, 3484, 3486, 167]"
"[84, 217]",,[94],"[151, 84, 94, 75, 106, 115, 91, 87, 172, 217]",[890],110c81ff-ecd3-5dd6-ac44-1980581263ab,,,"[151, 75, 106, 115, 91, 87, 172]"
"[84, 217, 1310]",,,"[84, 75, 87, 106, 217, 91, 1811, 1310, 171, 3611]",[91],215c84ec-5803-5354-b3da-86099de079dd,,,"[75, 87, 106, 91, 1811, 171, 3611]"
[439],"[114, 205]","[131, 106]","[114, 131, 439, 205, 94, 3171, 106, 164, 173, 115]",[3171],9dd55234-e166-5b87-befe-9b61d90c2628,"[94, 3171, 173, 115]",,[164]
"[723, 3484, 3486]",[157],[171],"[3524, 278, 157, 723, 91, 3484, 151, 171, 3611, 3486]",[115],fee5934c-eb8b-5a27-b9ca-56e4547c2161,,,"[3524, 278, 91, 151, 3611]"
,,[847],"[2813, 175, 164, 847, 114, 115, 98, 91, 3275, 94]",[847],31e1bfec-d94b-59ee-89de-034a6d62f953,"[175, 114, 115, 91, 94]",,"[2813, 164, 98, 3275]"
"[439, 164]",[114],,"[439, 114, 1310, 115, 131, 90, 2393, 164, 100, 106]",[167],1bf9aaf9-2896-559d-8a9d-c2469c023a2f,,,"[1310, 115, 131, 90, 2393, 100, 106]"
"[95, 1971]",[75],"[2992, 151, 94]","[92, 97, 2774, 2992, 75, 151, 115, 95, 94, 1971]",[114],87e8c99b-afd2-530c-a5db-5d3dca5bd37e,[97],,"[92, 2774, 115]"
[439],"[90, 159, 107]","[131, 175]","[90, 91, 131, 171, 159, 439, 175, 107, 151, 1306]",[151],e3d87acb-c5d5-598e-a811-883feb6fce34,[151],,"[91, 171, 1306]"
[439],"[106, 114]","[97, 94, 2992]","[97, 94, 75, 91, 1025, 106, 2992, 172, 439, 114]",[151],2472b22b-7974-5eb5-870c-1277058cf2e3,,,"[75, 91, 1025, 172]"
"[3470, 439]",,"[97, 98, 92]","[94, 97, 3470, 115, 3824, 98, 151, 92, 172, 439]",[167],b1e55439-17d8-59c6-ae73-7fb7c8904339,"[94, 115, 151, 172]",,[3824]
,"[1306, 474]",[131],"[114, 1306, 131, 82, 151, 115, 474, 91, 1310, 171]",[1310],90908911-5c54-59f0-a0e9-2bb6badf7676,"[151, 115, 91, 171]",,"[114, 82, 1310]"
"[828, 1435, 1971, 445]",[217],,"[828, 217, 171, 114, 1310, 1435, 1971, 1811, 445, 1025]",[ 114 1401 1435],b28c90ec-ff59-5300-ba92-aa2bb8826c1e,"[114, 1310]",,"[171, 1811, 1025]"
"[388, 2315, 474, 671, 1400]","[523, 217, 1971]",,"[100, 388, 523, 2315, 474, 217, 671, 1971, 1400, 3485]",[2992 1310 3836],418b1106-d566-581d-8141-3d0b8f213ed3,[3485],[100],
"[1811, 3485, 439]",[217],"[151, 97, 94, 2992]","[151, 97, 75, 87, 1811, 217, 94, 3485, 2992, 439]",[3514],af929c0f-98b8-56b2-a10c-bde10afc9c4b,,,"[75, 87]"
[1025],"[91, 75]","[131, 2992, 3275, 172]","[167, 131, 98, 2992, 173, 91, 3275, 172, 1025, 75]",[115],dd068fb6-385e-5eb5-96b8-fea45ffd1801,,[173],"[167, 98]"
[671],,[175],"[91, 153, 3481, 1811, 2813, 1025, 278, 671, 439, 175]",[2813],89b2f92e-f962-5f9f-8263-6856e526443d,"[3481, 2813]",,"[91, 153, 1811, 1025, 278, 439]"
[217],,[94],"[151, 75, 115, 106, 94, 217, 1811, 171, 172, 439]",[847],7a3986d3-766a-5924-9050-d4cabf4e147f,,,"[151, 75, 115, 106, 1811, 171, 172, 439]"
"[3824, 3827, 439]",,,"[3486, 3824, 3484, 3485, 3836, 3483, 3827, 151, 439, 3470]",[171],f63e58f3-473e-5f1e-92b4-57cb9bb8e3d1,[151],,"[3486, 3484, 3485, 3836, 3483, 3470]"
"[1310, 3481, 3484]",,,"[94, 1402, 175, 1310, 172, 3481, 3484, 97, 3470, 115]",[94],fd76634f-66f4-5f77-83d2-f98719de6bb9,"[94, 175, 172, 97, 3470, 115]",[1402],
"[2978, 2315]","[87, 1306, 90, 107]",,"[87, 1039, 151, 2978, 890, 217, 1306, 90, 107, 2315]",[3275 3481],22314e18-8776-5b26-a6c0-b580cbdd13d5,"[151, 217]",[1039],[890]
,,,"[171, 3171, 91, 115, 106, 2992, 890, 172, 151, 83]",[3481],2cde46b3-cb45-5544-b313-0b83d465f7f0,"[91, 106, 2992, 172, 151]","[115, 83]","[171, 3171, 890]"
[439],"[1310, 114]","[151, 131]","[92, 1025, 439, 1310, 91, 97, 734, 114, 151, 131]",[151],e1013e67-6d94-593e-ba59-44a8fe4f74b2,[97],[734],"[92, 1025, 91]"
"[439, 2978, 157]","[87, 150, 1811, 1306, 91]",,"[87, 2315, 150, 1811, 171, 439, 2978, 1306, 157, 91]",[3275],15f97e9f-9a29-5170-aa36-de9395918578,,,"[2315, 171]"
,,"[173, 2992]","[3171, 171, 1025, 890, 172, 173, 2992, 3524, 75, 94]",[172],c6aa6290-7420-543e-9390-923b9b509bc3,[94],,"[3171, 171, 1025, 890, 172, 3524, 75]"
"[1971, 1039]","[95, 172]","[131, 115]","[75, 97, 151, 131, 1971, 217, 115, 95, 172, 1039]",[75],df4606f9-30f0-56ae-8fcc-923875098182,,,"[75, 97, 151, 217]"
[439],"[106, 3836]","[97, 151]","[97, 151, 106, 172, 91, 3836, 439, 87, 75, 85]",[172],44d770a6-15b4-5822-b4ba-3a2434a61bab,,,"[172, 91, 87, 75, 85]"
[439],,,"[115, 131, 172, 439, 1310, 94, 2393, 159, 114, 1025]",[3470],9d6e1d0c-7b53-5e2d-9c24-eaeb5f4e1a25,"[172, 94, 114, 1025]",,"[115, 131, 1310, 2393, 159]"
,[847],"[75, 94, 97, 115, 151, 106, 91, 172]","[75, 94, 97, 115, 151, 106, 91, 3168, 847, 172]",[91],85cb1585-5a0d-51d0-b117-ed59d7068927,,,[3168]
"[230, 3486]","[523, 1655, 1811, 474]","[723, 439]","[523, 278, 230, 1655, 1811, 723, 439, 474, 3486, 153]",[ 97 175 131],b24f5dfc-152b-560f-9f73-af6cdb1931ee,"[278, 153]",,
,,,"[75, 115, 91, 97, 94, 98, 159, 114, 106, 172]",[3168],070f790b-b701-525e-8c97-e9ea54bad87b,"[94, 98, 159, 114]",,"[75, 115, 91, 97, 106, 172]"
"[2315, 107]","[167, 75]","[98, 115, 131]","[82, 2393, 2315, 98, 167, 107, 115, 150, 75, 131]",[2992],8664722e-42b9-5fae-b34f-2e367b98748e,[82],,"[2393, 150]"
"[439, 1310]",[114],"[131, 106]","[114, 97, 3171, 439, 131, 164, 106, 94, 115, 1310]",[172],93abde51-0618-547d-bec1-fd4986fa2030,"[97, 3171, 94, 115]",,[164]
[112],"[3485, 1811, 3486]","[91, 151, 97]","[3514, 91, 3611, 3485, 1811, 112, 3486, 151, 3171, 97]",[3471],b2f25bda-65fa-5ad3-b909-8a32ba32d678,,,"[3514, 3611, 3171]"
"[3481, 112, 523]","[3482, 3483, 3484]",[97],"[3482, 3481, 97, 3611, 3514, 3483, 112, 523, 3470, 3484]",[3484],aaccd271-6635-5000-bb99-003710d4c64c,,,"[3611, 3514, 3470]"
"[3518, 3824, 3478, 3474]","[5144, 3486, 1847, 3483]",,"[5144, 3486, 3518, 1847, 3824, 3483, 3524, 3478, 3474, 94]",[3486 5176 5255 5316],9dc1e9c2-3e24-5d03-b616-99d405606409,"[3524, 94]",,
,"[3275, 439]",,"[172, 3275, 97, 115, 2992, 91, 734, 1025, 439, 75]",[3485],66487d21-d812-51ef-95fa-ef29dbed22e4,"[97, 2992, 91, 1025, 75]",,"[172, 115, 734]"
,"[3171, 3485, 92]",,"[3524, 3171, 97, 75, 151, 106, 3485, 1025, 85, 92]",[75],e5b4f760-6a5b-5ef2-8052-6d5537a227f7,"[106, 85]",,"[3524, 97, 75, 151, 1025]"
,[114],,"[94, 723, 151, 131, 153, 97, 2992, 172, 114, 2870]",[94],58436e4a-c2fb-5165-9ff2-52bcde5a4759,"[94, 151, 97, 172]",,"[723, 131, 153, 2992, 2870]"
,,,"[3481, 3485, 3483, 3484, 3486, 3482, 97, 3824, 3514, 3471]",[3171],a5ced53d-c3fc-5265-bff2-779a84b38316,"[97, 3514]",,"[3481, 3485, 3483, 3484, 3486, 3482, 3824, 3471]"
"[2315, 84, 82, 150]",,[115],"[151, 1655, 2020, 2315, 84, 1811, 112, 82, 115, 150]",[723],1b78a5d0-e606-5a63-98eb-9dd33e80495e,,,"[151, 1655, 2020, 1811, 112]"
"[851, 526, 828]",,"[97, 2813, 115]","[94, 173, 97, 2813, 851, 526, 828, 115, 3607, 192]",[94],8fde60d1-e6bc-50e3-95df-fcac5be40ee7,,[173],"[94, 3607, 192]"
,[474],"[131, 151, 167]","[75, 131, 723, 151, 82, 167, 474, 91, 114, 115]",[91],a67d1663-80d9-5e35-9ef8-8e2510679a68,"[75, 723, 82, 91, 115]",,[114]
,[1971],,"[97, 106, 115, 75, 151, 172, 1025, 1971, 153, 87]",[115],12f50a75-340c-51a6-acec-5069b8d521db,,,"[97, 106, 115, 75, 151, 172, 1025, 153, 87]"
[723],"[114, 1971, 3485]",[94],"[97, 1025, 151, 114, 1971, 94, 723, 153, 3485, 278]",[114],8ea9497a-3cc0-5fa1-95c1-b96b3307e1b1,,,"[97, 1025, 151, 153, 278]"
[230],"[114, 159]",[98],"[92, 115, 91, 98, 230, 114, 439, 159, 97, 671]",[91],3f988317-3504-5200-a223-d9f3d447a7e5,,,"[92, 115, 91, 439, 97, 671]"
"[3824, 3831]","[3505, 723, 3827, 3830]",[97],"[94, 97, 3824, 3505, 157, 723, 3831, 3827, 3830, 2870]",[2062],8f7131ab-4ed7-5dc5-bda3-ee5466d80941,,,"[94, 157, 2870]"
,[1971],,"[97, 75, 115, 1025, 1971, 114, 172, 151, 153, 173]",[106],680607e1-53cb-52c9-844d-9eda1b80d558,"[114, 173]",,"[97, 75, 115, 1025, 172, 151, 153]"
[2020],"[3471, 106]","[94, 2813]","[2774, 3471, 97, 151, 75, 94, 91, 106, 2813, 2020]",[114],dc46326c-2b23-5adb-aeed-17fb7f5aa0de,[151],,"[2774, 97, 75, 91]"
"[230, 107]","[87, 1025, 278]",,"[87, 151, 173, 1025, 98, 75, 278, 230, 107, 84]",[75],bc7432c5-8ef0-55d5-a71a-a5a314f60439,"[151, 75, 84]",[173],[98]
[474],"[91, 114, 106]",[131],"[91, 3171, 115, 92, 114, 75, 131, 171, 106, 474]",[106],c2091933-f634-53e3-9d2c-bb028ff72359,,[115],"[3171, 92, 75, 171]"
"[3481, 3470]","[3484, 3514, 3486]",[114],"[151, 3484, 115, 3481, 3470, 91, 3514, 3486, 114, 75]",[114],97409fd0-ff75-5373-9652-cbb55eefedd0,,,"[151, 115, 91, 75]"
,[97],"[131, 2992, 106, 85, 172]","[167, 131, 98, 173, 2992, 106, 2438, 97, 85, 172]",[173],210f927a-30fa-5e9b-8a1e-d7ff7db2ca5c,,[173],"[167, 98, 2438]"
,"[153, 114]","[2813, 847]","[97, 153, 2813, 75, 847, 114, 87, 1025, 439, 106]",[723],4065c6df-0cb3-5356-ac3c-960cfeb77982,,,"[97, 75, 87, 1025, 439, 106]"
[217],[1971],,"[151, 106, 115, 75, 217, 87, 91, 171, 1811, 1971]",[1025],d6f6fe47-07fa-5aa1-a34b-94f4ceaeaec0,,,"[151, 106, 115, 75, 87, 91, 171, 1811]"
,"[114, 1025]","[106, 131]","[114, 97, 98, 106, 131, 2813, 2969, 115, 1025, 847]",[847],cf96107e-79e5-526d-9251-1c4e5c5a8d13,"[97, 98, 115]",,"[2813, 2969, 847]"
[723],"[153, 91, 3485, 114]",[115],"[167, 153, 98, 91, 3485, 115, 723, 3505, 114, 3470]",[3470],c144bc0a-fe1e-5989-8dfb-bf94db60fa71,[3470],"[167, 98]",[3505]
,,[2813],"[167, 94, 97, 115, 2992, 114, 98, 1025, 3275, 2813]",[94],c2ee532c-c6c5-56af-bdfe-5357e590386b,"[97, 115, 2992, 114, 1025, 3275]","[167, 94, 98]",
"[828, 107, 2315]","[87, 278, 153]",,"[890, 828, 107, 87, 278, 153, 2315, 1025, 173, 159]",[115],70ad9efd-d1c7-538a-ae56-8b465b641cf7,[1025],"[173, 159]",[890]
"[1435, 825, 95, 109]",,,"[278, 87, 217, 1435, 825, 95, 671, 109, 173, 153]",[167  83],57a4b7ec-5c6d-52bd-8f71-7740ad973117,"[217, 153]",[173],"[278, 87, 671]"
"[1310, 3521, 439]",,[97],"[2393, 1310, 131, 1306, 92, 97, 3521, 106, 84, 439]",[98],8a94c318-8988-5cb8-b233-610f7be409d8,,,"[2393, 131, 1306, 92, 106, 84]"
"[3827, 1811]","[95, 1673]",,"[75, 131, 2992, 94, 115, 95, 3827, 1673, 217, 1811]",[3171],340f128a-6345-56e3-8c5c-462dfc319c96,"[75, 131, 115]",,"[2992, 94, 217]"
,"[75, 114, 91, 153]","[175, 98]","[92, 159, 75, 114, 115, 175, 91, 153, 98, 106]",[97],f69cbebc-3471-58d2-9ddd-bd17c0a96caa,,[159],"[92, 115, 106]"
"[112, 1435, 3470, 3484]","[230, 1971, 92, 3485, 427]",,"[112, 230, 1971, 1435, 92, 3485, 3470, 427, 3484, 1310]",[3171],217cf72c-32b1-56d9-aa57-f17a9abba697,[1310],,
[439],[1025],"[151, 172, 173, 175]","[151, 3482, 439, 172, 173, 175, 3485, 3481, 114, 1025]",[94],13bfd0df-c925-5f2a-82c0-e5d2645e4903,[114],,"[3482, 3485, 3481]"
[439],"[1025, 205, 114, 847, 98]","[131, 94, 97]","[1025, 205, 114, 847, 439, 131, 94, 164, 98, 97]",[2813],aed8214c-c356-58f6-add6-5be73123428e,,,[164]
,[278],,"[3484, 157, 3486, 3524, 3485, 94, 278, 75, 151, 3483]",[3471],fdfac3a0-2fca-52b3-80d7-c41ca3a96234,"[157, 3524, 94, 75, 151]",,"[3484, 3486, 3485, 3483]"
,"[82, 159, 2969]","[114, 847]","[115, 153, 75, 97, 82, 114, 1025, 847, 159, 2969]",[114],27da4a05-54c9-5546-a768-21b06084b67d,,,"[115, 153, 75, 97, 1025]"
[1310],"[153, 723]",[175],"[1025, 75, 115, 171, 153, 1310, 439, 175, 723, 91]",[106],4cc5c072-4936-58d4-bcb3-42272724e8f2,,,"[1025, 75, 115, 171, 439, 91]"
,[106],,"[92, 97, 75, 106, 115, 91, 2774, 151, 3171, 847]",[115],b8be7103-f7c7-5fc0-a196-6a7f8363943b,[151],,"[92, 97, 75, 115, 91, 2774, 3171, 847]"
"[3481, 1025]",[114],"[175, 131, 2992]","[167, 98, 175, 114, 3470, 3481, 1025, 131, 159, 2992]",[83],ac89c1aa-5fe5-56f7-9a42-3039fcf35c75,[3470],"[167, 98, 159]",
[3484],,,"[114, 75, 115, 97, 439, 151, 3484, 91, 94, 171]",[97],740c51f4-7fca-5c63-8380-1fede2693323,"[114, 94]",,"[75, 115, 97, 439, 151, 91, 171]"
[84],"[1306, 2315]","[167, 131, 151]","[75, 723, 167, 131, 97, 151, 1306, 84, 115, 2315]",[85],0884c933-3b26-5ad1-ad18-7126a32e2873,"[75, 723, 97, 115]",,
,,,"[153, 175, 97, 159, 84, 75, 91, 94, 151, 1025]",[94],72849dc6-6728-506f-8aff-73fe8819e037,"[97, 75, 91, 94, 151, 1025]",,"[153, 175, 159, 84]"
"[439, 3168]",[3836],"[151, 97, 94, 2992]","[75, 151, 97, 94, 3836, 2992, 439, 91, 85, 3168]",[97],e38aeca1-e018-55ae-b11c-530f6b9265bf,,,"[75, 91, 85]"
[828],[91],"[131, 2813]","[94, 173, 98, 91, 75, 828, 131, 115, 2813, 3470]",[94],fe54d74b-5bf7-524a-9e86-e676e46cb90a,"[75, 115]",[173],"[94, 98, 3470]"
,[1971],,"[97, 75, 115, 151, 172, 106, 1971, 1025, 153, 87]",[2969],4657b81b-2fc8-524b-b97f-98a4749621cd,,,"[97, 75, 115, 151, 172, 106, 1025, 153, 87]"
[217],"[1306, 723]",[94],"[97, 115, 87, 94, 106, 171, 1306, 217, 439, 723]",[3171],00eefca6-b811-5a73-98f5-c6e3f07c8167,,,"[97, 115, 87, 106, 171, 439]"
,"[91, 75, 3470]","[2992, 115]","[173, 98, 91, 75, 2992, 828, 115, 205, 2438, 3470]",[83],7d1fff9b-2a79-52fb-af21-c1a6be3b3bd5,[828],[173],"[98, 205, 2438]"
"[439, 164]",[1025],,"[439, 2393, 115, 1025, 1310, 164, 100, 172, 106, 205]",[734],14af6665-cefc-50c3-a248-21c10b8245c3,[172],[205],"[2393, 115, 1310, 100, 106]"
,"[217, 153]",,"[87, 172, 94, 151, 91, 217, 153, 734, 439, 92]",[153],17138881-a7c1-596a-801f-a55744c0502c,[94],[734],"[87, 172, 151, 91, 439, 92]"
,[1306],,"[151, 1310, 75, 175, 131, 107, 153, 1306, 115, 106]",[97],73559551-04eb-514a-adcb-59da04617160,"[151, 75, 107, 115, 106]",,"[1310, 175, 131, 153]"
[439],"[106, 3836]","[151, 97, 94, 2992]","[151, 97, 94, 75, 106, 172, 439, 85, 2992, 3836]",[167],16f6262e-db6b-5f4b-b0f9-5923b833a80d,,,"[75, 172, 85]"
[439],[114],"[131, 106]","[114, 94, 131, 164, 106, 439, 3171, 2969, 115, 97]",[90],027e2eda-6429-5e86-88ce-edc61086144d,"[94, 3171, 115, 97]",,"[164, 2969]"
,"[92, 114, 217, 1971, 3171, 153]",[1310],"[92, 87, 114, 1310, 217, 1971, 3171, 153, 671, 439]",[75],383a3a9c-82b6-596c-80ee-4442f876d74e,,,"[87, 671, 439]"
"[175, 439]",,,"[97, 106, 114, 153, 734, 175, 94, 1025, 439, 91]",[106],abc378d4-79f1-570b-8736-90aeef231ba6,"[114, 94]",,"[97, 106, 153, 734, 1025, 91]"
[175],,,"[2992, 82, 94, 98, 106, 153, 175, 115, 890, 173]",[890],b9f42d43-6452-5282-91ce-c4f347bb3478,"[2992, 82, 94, 98, 106, 153, 890, 173]",[115],
"[1310, 1673, 1435]","[109, 157, 84]",,"[1811, 109, 157, 84, 217, 171, 1310, 1673, 1435, 115]",[114],56cce442-0c8e-58c4-a40f-15ee6c88bd1e,,,"[1811, 217, 171, 115]"
[109],"[825, 112]","[94, 2992]","[151, 278, 97, 150, 94, 825, 2992, 1655, 112, 109]",[131],4e00a5f3-8e5e-5c18-bd4a-4b4d5b56ffb9,,,"[151, 278, 97, 150, 1655]"
,[1971],,"[97, 115, 75, 106, 151, 1025, 172, 1971, 153, 114]",[3484],24110db1-f744-5a38-ab6b-79f4faba4113,[114],,"[97, 115, 75, 106, 151, 1025, 172, 153]"
[230],,,"[114, 75, 115, 91, 439, 172, 106, 159, 98, 230]",[172],9ea55ee1-63b3-5ca9-8a8d-1f74c566337d,"[114, 159, 98]",,"[75, 115, 91, 439, 172, 106]"
,"[75, 115]","[131, 2992, 151, 106]","[167, 131, 98, 2992, 75, 115, 192, 173, 151, 106]",[97],d33a9889-88b3-5cef-bd6b-dba8c53ad8fa,,[173],"[167, 98, 192]"
"[1310, 217]",,,"[75, 115, 87, 439, 171, 1310, 97, 153, 106, 217]",[115],d076f22a-5cbb-5f89-9461-ea11657d82e9,,,"[75, 115, 87, 439, 171, 97, 153, 106]"
,,"[175, 91]","[3481, 167, 3485, 3471, 3484, 3482, 175, 159, 91, 3483]",[167],6b7d3504-b562-576d-875a-b565377e2eae,,"[167, 159]","[3481, 3485, 3471, 3484, 3482, 3483]"
[828],"[91, 83]",[106],"[94, 98, 173, 91, 828, 97, 115, 75, 106, 83]",[205],78e9ea59-0a71-5f3e-9adb-5b72c32da40d,"[97, 115, 75]",[173],"[94, 98]"
"[2315, 439, 1306]",[153],[171],"[2315, 150, 1025, 167, 87, 439, 173, 1306, 153, 171]",[1310],cd530637-01cd-5aa9-a12f-bb57a9a9fc44,[150],[173],"[1025, 167, 87]"
,,"[94, 2992, 98]","[151, 75, 94, 115, 91, 1811, 1025, 2992, 98, 172]",[115],523d2aaa-0ab4-519c-8d47-e41cdb1a7942,,,"[151, 75, 115, 91, 1811, 1025, 172]"
[3484],,,"[114, 75, 115, 97, 439, 151, 159, 171, 3484, 98]",[107],ff01232f-85af-59f4-b2a3-d78c3dc12031,"[114, 159, 98]",,"[75, 115, 97, 439, 151, 171]"
[107],"[1971, 114]",,"[1971, 97, 151, 115, 1025, 172, 153, 114, 106, 107]",[98],fb0a038f-fa93-5758-9f5f-d41e580b3217,,,"[97, 151, 115, 1025, 172, 153, 106]"
"[1310, 3484, 3505]","[109, 157]",[98],"[109, 1310, 3484, 171, 1811, 3505, 98, 106, 157, 3524]",[3481],977d64bf-7d24-55dd-beb3-3f4e4e05f89f,,,"[171, 1811, 106, 3524]"
"[84, 2978, 1435]",[106],[94],"[92, 97, 75, 106, 84, 2978, 439, 1435, 94, 2774]",[106],655e7aeb-fa45-5dd3-9b9c-ec8b1b9f4667,,,"[92, 97, 75, 439, 2774]"
"[3470, 1435, 439]","[3483, 3482, 278]","[97, 94]","[92, 3483, 3470, 847, 97, 3482, 1435, 94, 278, 439]",[2062],2e48a75a-9373-5322-bcdc-437c57f4e6f6,[847],,[92]
,[278],"[151, 94, 2992, 97]","[3483, 3482, 3470, 3486, 151, 3485, 94, 278, 2992, 97]",[3063],9ec6322e-9e65-5f80-b5d6-8e16b0a73e65,,,"[3483, 3482, 3470, 3486, 3485]"
"[1310, 723, 3611]",[114],[175],"[153, 106, 1310, 278, 723, 97, 3611, 175, 114, 439]",[1025],afa748d6-e99c-5c77-bdee-81af8cdfab73,,,"[153, 106, 278, 97, 439]"
"[2870, 3481, 3824, 3486]","[3029, 3510, 3484, 3611]","[131, 106]","[2870, 3029, 131, 3481, 3824, 3510, 3484, 3611, 106, 3486]",[3484],14f358e3-d8df-57a3-a885-3ea5283fd253,,,
,[172],"[115, 94]","[97, 151, 115, 172, 87, 217, 90, 94, 171, 91]",[97],9908548f-c956-5cbc-b4cc-a74f453caa18,,,"[97, 151, 87, 217, 90, 171, 91]"
"[1811, 3824]",,,"[3611, 97, 75, 3486, 3524, 3171, 3481, 1811, 3824, 3470]",[173],45110092-b7e9-5dad-8aaa-9a7577921749,"[97, 75, 3486, 3481, 3470]",,"[3611, 3524, 3171]"
"[1435, 2020, 230]","[1655, 112]",[2813],"[1435, 1025, 151, 2813, 91, 97, 2020, 230, 1655, 112]",[131],a4062e07-0b6d-52e1-94dd-4efb79687c60,,,"[1025, 151, 91, 97]"
,,,"[97, 115, 172, 151, 1025, 106, 153, 114, 173, 87]",[723],01f3f208-98b1-5d92-be57-89e8a99bf62b,"[114, 173]",,"[97, 115, 172, 151, 1025, 106, 153, 87]"
"[1401, 851, 828]",,"[75, 97, 92]","[94, 2813, 173, 75, 97, 1401, 851, 828, 92, 192]",[94],4b37518d-e197-5a2c-ae55-c66fef63ff53,,[173],"[94, 2813, 192]"
,[107],,"[153, 175, 75, 159, 106, 107, 723, 84, 151, 115]",[94],c33de2bc-f45f-5910-8f07-9dbdcd1f665d,"[153, 75, 159, 106, 151]",[115],"[175, 723, 84]"
[109],[825],,"[75, 97, 150, 217, 825, 278, 151, 115, 109, 2992]",[3505],55f2fc5d-0a3a-5363-84b5-2fd532d33f79,"[75, 150, 217, 2992]",,"[97, 278, 151, 115]"
"[217, 84]",,[94],"[97, 115, 75, 106, 87, 217, 84, 171, 91, 94]",[106],71ded9f6-fc10-59c6-a3f4-fcd4c3492127,,,"[97, 115, 75, 106, 87, 171, 91]"
"[439, 164]",,,"[115, 97, 94, 131, 439, 2393, 1310, 106, 164, 1025]",[734],5cdbac45-6053-54c6-8428-97004306f406,"[97, 94, 1025]",,"[115, 131, 2393, 1310, 106]"
,[825],,"[97, 75, 278, 115, 151, 825, 217, 2992, 106, 3514]",[217],b79ea827-4ca6-5bb1-94c7-657a9c31dcda,"[75, 217, 2992]",,"[97, 278, 115, 151, 106, 3514]"
"[3485, 3470]","[153, 114]",[175],"[1025, 153, 97, 75, 114, 3485, 3470, 2992, 151, 175]",[94],ec5c8c3f-8ac2-598c-992f-3b28fec0886f,[2992],,"[1025, 97, 75, 151]"
[175],[671],[92],"[153, 175, 847, 172, 1025, 106, 92, 85, 151, 671]",[82],b11ea5a2-192a-5389-b4ab-0649288c90eb,"[172, 1025, 85, 151]",,"[153, 847, 106]"
,[3482],,"[3611, 3171, 97, 75, 3486, 3524, 3485, 2992, 3484, 3482]",[3481],b4f0b51f-80f0-53bd-bd48-742be57b61ba,"[97, 75, 3486, 3485, 3484]",,"[3611, 3171, 3524, 2992]"
"[828, 107]",,"[106, 172, 151]","[97, 173, 94, 828, 75, 87, 106, 172, 107, 151]",[98],237bedcc-3269-579a-bfb7-a9b514d74c25,,[173],"[97, 94, 75, 87]"
[439],"[114, 1310]",[2992],"[172, 1025, 97, 2992, 151, 439, 114, 91, 1310, 92]",[2870],c175d468-f9bd-5321-b721-ec5d24b5b291,,,"[172, 1025, 97, 151, 91, 92]"
"[87, 1811]",,[94],"[151, 90, 150, 723, 171, 87, 1811, 94, 1673, 107]",[3275],b99292c4-318c-50d6-88c2-6458747fa7fe,"[151, 723, 107]",,"[90, 150, 171, 1673]"
,,"[115, 151]","[75, 217, 115, 106, 151, 94, 150, 3168, 107, 82]",[131],7d7d67c6-704c-5114-a61d-071a0b1f8fa4,"[75, 94, 107]",,"[217, 106, 150, 3168, 82]"
[439],"[114, 205]","[131, 106]","[131, 114, 97, 205, 439, 3171, 90, 106, 98, 94]",[2992],4fd3cf92-5eba-577b-938a-b6995862629e,"[97, 3171, 98, 94]",,[90]
[439],"[890, 153]","[151, 175, 97]","[3470, 151, 3483, 890, 175, 439, 94, 153, 3486, 97]",[94],0efccdc5-ad2a-5f0d-8950-019f0f6ad9b6,,[94],"[3470, 3483, 3486]"
